Username,ID,Money Available,Role,Password,First Name,DOB,Flights Purchased,MinerAirlines Membership,Last Name,Updated Flights Purchased,Updated Money Available
derekmacias,662,8722.79,Employee,Fun!23,Derek,7/11/26,0,TRUE,Macias,4,118.99825000000013
kaylamahoney,409,3362.52,Employee,Fun!23,Kayla,8/25/26,0,FALSE,Mahoney,6,40.24287500000137
samuelramossanchez,66,2330.73,Employee,Fun!23,Samuel,9/29/26,0,TRUE,RamosSanchez,4,48.1648124999997
mayrarobles,69,8649.54,Employee,Fun!23,Mayra,10/16/26,0,TRUE,Robles,3,17.93612499999881
deborahscott,456,12083.83,Employee,Fun!23,Deborah,12/3/26,0,FALSE,Scott,8,84.05612500000063
gailparker,141,14168.26,Employee,Fun!23,Gail,12/22/26,0,TRUE,Parker,6,41.29309374999961
natalierichardson,622,9591.17,Employee,Fun!23,Natalie,12/27/26,0,TRUE,Richardson,15,88.30743750000045
chadgreen,822,4278.12,Employee,Fun!23,Chad,12/28/26,0,FALSE,Green,8,34.76399999999913
joannaknight,649,14532.85,Employee,Fun!23,Joanna,2/11/27,0,FALSE,Knight,6,3.6690937499997176
tamiweaver,509,3078.42,Employee,Fun!23,Tami,6/7/27,0,FALSE,Weaver,8,57.96387499999918
laurasmith,308,14781.4,Employee,Fun!23,Laura,6/17/27,0,TRUE,Smith,8,120.8486250000011
stevenhernandez,511,11784.04,Employee,Fun!23,Steven,6/21/27,0,TRUE,Hernandez,7,25.243874999999328
raymondwoodward,435,6008.6,Employee,Fun!23,Raymond,7/5/27,0,FALSE,Woodward,7,6.029624999999882
hectorwhitney,790,13620.04,Employee,Fun!23,Hector,8/28/27,0,TRUE,Whitney,11,120.93662500000023
caseynavarro,812,4981.31,Employee,Fun!23,Casey,9/26/27,0,FALSE,Navarro,11,115.5631875
ashleymagallanes,60,3828.39,Employee,Fun!23,Ashley,10/18/27,0,TRUE,Magallanes,11,40.26750000000055
mollycohen,205,11722.38,Employee,Fun!23,Molly,10/27/27,0,FALSE,Cohen,8,63.81475000000077
brandidaniel,814,10082.62,Employee,Fun!23,Brandi,11/21/27,0,FALSE,Daniel,11,86.3611249999989
christianellis,867,13161.68,Employee,Fun!23,Christian,12/1/27,0,TRUE,Ellis,8,14.82321875000008
buzzlightyear,17,2813.51,Customer,Fun!23,Buzz,12/2/27,0,TRUE,Lightyear,11,36.14875000000221
dylanharris,156,5319.14,Employee,Fun!23,Dylan,2/6/28,0,FALSE,Harris,5,34.38649999999953
elizabethmedina,998,10980.88,Employee,Fun!23,Elizabeth,2/18/28,0,FALSE,Medina,9,42.56137500000057
jeffreymarquez,246,13535.26,Employee,Fun!23,Jeffrey,2/23/28,0,TRUE,Marquez,6,25.71103125000019
angelaenglish,1033,11306.25,Employee,Fun!23,Angela,2/27/28,0,TRUE,English,11,13.80362499999984
jafaraladdin,18,12841.85,Customer,Fun!23,Jafar,3/16/28,0,FALSE,Aladdin,8,38.17812499999846
juliayoung,700,8571.27,Employee,Fun!23,Julia,6/28/28,0,FALSE,Young,10,8.246124999999324
jenniferhuang,904,6679,Employee,Fun!23,Jennifer,9/16/28,0,TRUE,Huang,8,21.188499999999493
jamesromero,264,14942.97,Employee,Fun!23,James,9/26/28,0,FALSE,Romero,11,3.164343749999901
lauriejohnson,855,11631.89,Employee,Fun!23,Laurie,10/18/28,0,TRUE,Johnson,6,46.60131249999989
jessicaolsen,538,12279.81,Employee,Fun!23,Jessica,10/25/28,0,FALSE,Olsen,9,15.593531250001206
brandoncartwrightli,47,10397.59,Employee,Fun!23,Brandon,11/9/28,0,TRUE,CartwrightLi,12,44.26937499999921
edwardhernandez,143,2434.19,Employee,Fun!23,Edward,11/17/28,0,TRUE,Hernandez,6,33.43531250000058
angelacarney,744,3467.53,Employee,Fun!23,Angela,1/26/29,0,FALSE,Carney,5,16.349249999999728
susanhill,161,4188.44,Employee,Fun!23,Susan,2/3/29,0,FALSE,Hill,6,29.09603125000001
annrogers,820,12803.39,Employee,Fun!23,Ann,2/11/29,0,FALSE,Rogers,13,13.288531249997746
danielsummers,949,14119.39,Employee,Fun!23,Daniel,3/8/29,0,TRUE,Summers,6,40.66415624999934
simbadisney,12,10711.61,Customer,Fun!23,Simba,3/23/29,0,TRUE,Disney,11,50.03156249999999
melissarivera,326,2526.9,Employee,Fun!23,Melissa,3/23/29,0,TRUE,Rivera,7,65.61462499999993
franciscovazquez,85,13433.73,Employee,Fun!23,Francisco,4/13/29,0,FALSE,Vazquez,12,42.98499999999636
chelseagallagher,109,2319.2,Employee,Fun!23,Chelsea,8/2/29,0,TRUE,Gallagher,8,25.032999999999788
brendanphillips,911,2967.64,Employee,Fun!23,Brendan,8/31/29,0,FALSE,Phillips,8,12.409749999999846
enriquemunoz,62,6240.55,Employee,Fun!23,Enrique,9/7/29,0,TRUE,Munoz,8,27.85050000000058
samuelharrington,175,7895.16,Employee,Fun!23,Samuel,10/15/29,0,FALSE,Harrington,9,90.48909375000005
laurenhall,282,3539.02,Employee,Fun!23,Lauren,11/18/29,0,TRUE,Hall,6,83.25912500000032
jessicamartin,255,7449.28,Employee,Fun!23,Jessica,12/29/29,0,TRUE,Martin,9,89.9305000000006
jorgehaley,722,9448.61,Employee,Fun!23,Jorge,2/1/30,0,FALSE,Haley,3,80.34300000000022
jenniferwilliams,163,14445.11,Employee,Fun!23,Jennifer,4/18/30,0,TRUE,Williams,7,11.844499999998675
theresaclark,580,6613.62,Employee,Fun!23,Theresa,4/27/30,0,FALSE,Clark,7,55.69650000000024
robertwilson,359,12987.33,Employee,Fun!23,Robert,8/6/30,0,FALSE,Wilson,6,7.635843750001612
dawnking,283,4303.58,Employee,Fun!23,Dawn,8/8/30,0,TRUE,King,8,22.9376249999994
kimberlyrichardson,183,12365.4,Employee,Fun!23,Kimberly,9/21/30,0,TRUE,Richardson,7,16.7679999999998
amberbrown,360,2654.24,Employee,Fun!23,Amber,11/8/30,0,FALSE,Brown,6,19.776875000000047
kimberlymiller,933,9813.02,Employee,Fun!23,Kimberly,11/24/30,0,FALSE,Miller,7,49.33287499999946
peterpan,15,12861.4,Customer,Fun!23,Peter,12/26/30,0,TRUE,Pan,7,23.917937499999894
johnjones,731,5201.61,Employee,Fun!23,John,3/17/31,0,TRUE,Jones,7,82.1946250000002
jessicalloyd,828,14448.44,Employee,Fun!23,Jessica,4/25/31,0,TRUE,Lloyd,8,46.901875000000615
cynthiaellis,837,4739.7,Employee,Fun!23,Cynthia,6/22/31,0,FALSE,Ellis,9,40.21599999999981
geoffwaller,88,6009.32,Employee,Fun!23,Geoff,7/29/31,0,TRUE,Waller,4,65.30037499999975
danielsmith,717,4528.68,Employee,Fun!23,Daniel,7/31/31,0,FALSE,Smith,3,35.53515624999946
christopherdominguez,364,10057.17,Employee,Fun!23,Christopher,8/17/31,0,TRUE,Dominguez,5,55.31293749999958
joelarellano,240,7401.42,Employee,Fun!23,Joel,9/24/31,0,TRUE,Arellano,10,14.56424999999993
crystalhudson,110,13171.75,Employee,Fun!23,Crystal,1/4/32,0,TRUE,Hudson,10,61.402624999997826
briancastillo,263,12927.92,Employee,Fun!23,Brian,4/10/32,0,FALSE,Castillo,5,52.3529062500002
robertwu,258,13107.96,Employee,Fun!23,Robert,5/25/32,0,FALSE,Wu,5,44.4360000000009
bethmoss,1010,9545.93,Employee,Fun!23,Beth,5/30/32,0,TRUE,Moss,11,12.059749999998338
gastondisney,25,11332.24,Customer,Fun!23,Gaston,6/12/32,0,TRUE,Disney,9,24.012999999998897
kimberlyharris,1032,5174.77,Employee,Fun!23,Kimberly,7/18/32,0,FALSE,Harris,6,19.213874999999973
rickparrish,610,3984.24,Employee,Fun!23,Rick,8/4/32,0,TRUE,Parrish,5,0.7841249999998894
gregoryshort,922,6724.64,Employee,Fun!23,Gregory,9/4/32,0,TRUE,Short,5,29.54050000000001
adammaldonado,297,3742.3,Employee,Fun!23,Adam,9/10/32,0,FALSE,Maldonado,10,82.78137500000005
brianrodilesdelgado,70,5658.02,Employee,Fun!23,Brian,9/13/32,0,TRUE,RodilesDelgado,8,2.49312499999958
bobbygonzales,559,6419.77,Employee,Fun!23,Bobby,9/13/32,0,TRUE,Gonzales,12,104.37037499999747
kayleepatterson,241,9309.14,Employee,Fun!23,Kaylee,10/12/32,0,FALSE,Patterson,9,104.17068749999963
bradleybell,576,4432.49,Employee,Fun!23,Bradley,11/19/32,0,FALSE,Bell,11,18.586250000001257
samanthacooper,485,13032.47,Employee,Fun!23,Samantha,11/20/32,0,FALSE,Cooper,6,68.80599999999987
megansmith,756,6501.34,Employee,Fun!23,Megan,11/28/32,0,FALSE,Smith,6,50.97650000000061
codyscott,186,8381.28,Employee,Fun!23,Cody,12/3/32,0,TRUE,Scott,7,33.16634374999841
karlajohnson,172,10157.16,Employee,Fun!23,Karla,3/24/33,0,TRUE,Johnson,8,24.03037500000047
kirstenrobinson,115,5913.8,Employee,Fun!23,Kirsten,4/14/33,0,TRUE,Robinson,11,5.938343750000399
jasmincuevas,48,7429.13,Employee,Fun!23,Jasmin,7/14/33,0,FALSE,Cuevas,3,59.88249999999988
vincentharrison,962,4018.03,Employee,Fun!23,Vincent,7/14/33,0,FALSE,Harrison,10,96.37824999999992
michellemaynard,805,6112.53,Employee,Fun!23,Michelle,8/29/33,0,FALSE,Maynard,7,36.92599999999916
philipzamora,157,5486.51,Employee,Fun!23,Philip,9/16/33,0,TRUE,Zamora,8,14.787812500003056
miguellucero,58,8028.13,Employee,Fun!23,Miguel,11/18/33,0,FALSE,Lucero,9,22.706656250000037
karenthomas,259,3035.46,Employee,Fun!23,Karen,11/29/33,0,FALSE,Thomas,3,52.41250000000127
alexandercameron,333,3404,Employee,Fun!23,Alexander,12/1/33,0,FALSE,Cameron,6,32.93903124999986
davidthomas,266,13013.7,Employee,Fun!23,David,12/9/33,0,TRUE,Thomas,7,29.08974999999994
jessicaramirez,645,9289.84,Employee,Fun!23,Jessica,1/3/34,0,FALSE,Ramirez,6,11.628499999998922
paulharmon,861,5449.52,Employee,Fun!23,Paul,1/4/34,0,TRUE,Harmon,7,13.051874999999427
rachelhart,766,6826.08,Employee,Fun!23,Rachel,1/6/34,0,FALSE,Hart,10,25.363125000000082
gabrielhansen,497,11239.2,Employee,Fun!23,Gabriel,1/20/34,0,FALSE,Hansen,6,92.02937500000024
anthonysanchez,168,2506.31,Employee,Fun!23,Anthony,2/1/34,0,TRUE,Sanchez,7,66.83778124999975
angelawalker,544,8548.44,Employee,Fun!23,Angela,2/13/34,0,TRUE,Walker,4,48.63125000000028
jenniferevans,768,4154.89,Employee,Fun!23,Jennifer,2/25/34,0,TRUE,Evans,10,21.335749999999564
andrewhall,1002,3678.04,Employee,Fun!23,Andrew,5/18/34,0,TRUE,Hall,11,31.43862499999969
kimberlyjohnson,551,6140.38,Employee,Fun!23,Kimberly,5/26/34,0,FALSE,Johnson,6,92.54206249999822
goofydisney,4,12097.58,Customer,Fun!23,Goofy,6/10/34,0,FALSE,Disney,11,38.51962500000033
anthonykramer,907,12633.15,Employee,Fun!23,Anthony,6/28/34,0,TRUE,Kramer,14,57.831250000000594
lilodisney,35,2066.31,Customer,Fun!23,Lilo,8/9/34,0,TRUE,Disney,5,112.66050000000045
josesmith,815,4725.67,Employee,Fun!23,Jose,10/2/34,0,FALSE,Smith,5,57.918625000000205
michellerivera,781,5956.34,Employee,Fun!23,Michelle,11/20/34,0,TRUE,Rivera,16,7.039437500001782
laurawilliams,1008,7755.39,Employee,Fun!23,Laura,12/12/34,0,FALSE,Williams,5,86.40571874999979
lindabennett,171,3354.42,Employee,Fun!23,Linda,12/24/34,0,FALSE,Bennett,8,9.670000000000357
phillipmeyer,719,5872.68,Employee,Fun!23,Phillip,12/31/34,0,TRUE,Meyer,9,31.844218750000266
jonathanchristian,316,7970.58,Employee,Fun!23,Jonathan,1/11/35,0,FALSE,Christian,7,34.403718750000934
ronaldparker,137,2184.87,Employee,Fun!23,Ronald,1/20/35,0,TRUE,Parker,4,4.555593750000213
bradleyrodriguez,303,5049.16,Employee,Fun!23,Bradley,3/7/35,0,FALSE,Rodriguez,8,27.217374999999976
eduardoromero,74,11994.15,Employee,Fun!23,Eduardo,3/8/35,0,FALSE,Romero,1,76.41974999999911
stitchdisney,36,5494.19,Customer,Fun!23,Stitch,5/16/35,0,TRUE,Disney,8,56.24024999999989
ronaldkent,340,9539.65,Employee,Fun!23,Ronald,7/26/35,0,FALSE,Kent,10,12.632124999998823
colleensanchez,630,3656.58,Employee,Fun!23,Colleen,7/30/35,0,FALSE,Sanchez,10,52.9924687500004
matthewmason,893,12481.96,Employee,Fun!23,Matthew,11/12/35,0,TRUE,Mason,10,0.7326562499994509
christophercraig,577,7683.08,Employee,Fun!23,Christopher,1/30/36,0,TRUE,Craig,13,16.652624999997386
mickeymouse,1,11804.35,Customer,Fun!23,Mickey,2/29/36,0,TRUE,Mouse,4,43.57474999999968
jamesbrennan,596,8471.75,Employee,Fun!23,James,3/12/36,0,TRUE,Brennan,4,31.53899999999976
philliprichardson,935,2987.85,Employee,Fun!23,Phillip,3/12/36,0,TRUE,Richardson,6,89.85387500000007
richardblackwell,155,7027.2,Employee,Fun!23,Richard,6/9/36,0,FALSE,Blackwell,8,44.8135312499997
alexanderkelly,233,11075.77,Employee,Fun!23,Alexander,8/17/36,0,TRUE,Kelly,10,17.280187499999045
andrewparks,202,5658.25,Employee,Fun!23,Andrew,9/18/36,0,FALSE,Parks,6,57.64462499999998
kayleehale,529,10617.69,Employee,Fun!23,Kaylee,9/27/36,0,TRUE,Hale,8,80.05796874999996
ashleyfrye,947,5586.23,Employee,Fun!23,Ashley,2/21/37,0,FALSE,Frye,5,21.20449999999981
sherrivelasquez,536,14599.85,Employee,Fun!23,Sherri,3/7/37,0,FALSE,Velasquez,3,59.75512499999974
arieldisney,9,7988.21,Customer,Fun!23,Ariel,3/12/37,0,TRUE,Disney,12,1.295437499999366
catherinemann,761,9675.57,Employee,Fun!23,Catherine,3/12/37,0,TRUE,Mann,3,31.047624999998916
jennifermills,514,13864.12,Employee,Fun!23,Jennifer,3/28/37,0,FALSE,Mills,11,45.217718749997594
sabrinanguyen,779,6633.58,Employee,Fun!23,Sabrina,5/24/37,0,TRUE,Nguyen,16,23.996562499998277
edwardjackson,510,10463.89,Employee,Fun!23,Edward,6/13/37,0,FALSE,Jackson,4,40.32065624999939
andressoto,81,11826.04,Employee,Fun!23,Andres,9/13/37,0,TRUE,Soto,5,52.672124999999625
jerrycurtis,135,14223.45,Employee,Fun!23,Jerry,9/25/37,0,FALSE,Curtis,7,111.37837499999898
sharonmiller,201,9189.91,Employee,Fun!23,Sharon,10/25/37,0,TRUE,Miller,15,43.8687499999987
elizabethreyes,651,9885.2,Employee,Fun!23,Elizabeth,11/4/37,0,TRUE,Reyes,13,72.45637499999972
travismcdonald,111,7042.63,Employee,Fun!23,Travis,11/7/37,0,FALSE,Mcdonald,7,4.3507500000003745
nathancoleman,182,2763.09,Employee,Fun!23,Nathan,2/16/38,0,TRUE,Coleman,12,68.7036562500013
douglasrodriguez,116,10743.49,Employee,Fun!23,Douglas,3/27/38,0,FALSE,Rodriguez,9,89.39287500000017
christopherfoster,368,5425.87,Employee,Fun!23,Christopher,3/30/38,0,FALSE,Foster,11,0.4077812499982656
brianrojas,758,2479.03,Employee,Fun!23,Brian,5/26/38,0,FALSE,Rojas,8,22.64137499999984
tammythomas,1005,10198.99,Employee,Fun!23,Tammy,9/4/38,0,FALSE,Thomas,6,28.690000000000296
justinmartinez,420,9199.83,Employee,Fun!23,Justin,1/10/39,0,FALSE,Martinez,6,28.779500000000468
marygrant,928,3132.08,Employee,Fun!23,Mary,2/1/39,0,TRUE,Grant,5,2.9561874999992597
jasmineramirez,305,2140.93,Employee,Fun!23,Jasmine,4/30/39,0,TRUE,Ramirez,5,103.9315624999997
courtneytran,547,3855.17,Employee,Fun!23,Courtney,6/25/39,0,TRUE,Tran,8,55.94078124999875
crystalyoung,637,12253.07,Employee,Fun!23,Crystal,9/17/39,0,FALSE,Young,7,34.95909374999968
richardedwards,541,11254.25,Employee,Fun!23,Richard,9/25/39,0,FALSE,Edwards,6,16.103124999999054
heatherrobbins,597,9001.73,Employee,Fun!23,Heather,10/1/39,0,TRUE,Robbins,6,8.194124999999815
omarhoang,54,13435,Employee,Fun!23,Omar,10/10/39,0,TRUE,Hoang,10,10.660624999999335
shannonavery,230,3827.88,Employee,Fun!23,Shannon,10/28/39,0,TRUE,Avery,2,104.2283750000006
kathleensmall,322,12599.1,Employee,Fun!23,Kathleen,11/23/39,0,FALSE,Small,7,7.041968749999519
andrewgarcia,176,10764.7,Employee,Fun!23,Andrew,12/30/39,0,FALSE,Garcia,13,55.38903124999791
markwashington,884,8703.84,Employee,Fun!23,Mark,1/16/40,0,TRUE,Washington,8,15.896250000000009
kevingould,486,3226.91,Employee,Fun!23,Kevin,3/8/40,0,TRUE,Gould,12,19.19074999999836
chelseaporter,337,10973.59,Employee,Fun!23,Chelsea,4/3/40,0,FALSE,Porter,6,30.290874999999403
ashleyjones,243,3196.08,Employee,Fun!23,Ashley,4/4/40,0,FALSE,Jones,12,57.467281249999736
luisdel campo,49,9673.12,Employee,Fun!23,Luis,4/18/40,0,TRUE,Del Campo,5,91.0577500000002
kyliesummers,545,3230.59,Employee,Fun!23,Kylie,5/27/40,0,TRUE,Summers,7,6.381218749999661
carlosirwin,908,2197.15,Employee,Fun!23,Carlos,7/3/40,0,TRUE,Irwin,14,56.991437499997815
wendymontoya,870,7698.46,Employee,Fun!23,Wendy,8/1/40,0,TRUE,Montoya,3,56.99400000000047
alisonhicks,850,8886.9,Employee,Fun!23,Alison,9/2/40,0,TRUE,Hicks,12,121.51724999999976
brookepadilla,256,7853.75,Employee,Fun!23,Brooke,9/24/40,0,TRUE,Padilla,7,20.125624999999673
annadavis,685,10815,Employee,Fun!23,Anna,10/19/40,0,FALSE,Davis,4,11.287000000000035
wendycampos,515,4810.5,Employee,Fun!23,Wendy,11/8/40,0,TRUE,Campos,3,51.02271874999906
richardpaul,783,10962.7,Employee,Fun!23,Richard,11/22/40,0,FALSE,Paul,14,14.90975000000033
denisejohnson,937,12672.82,Employee,Fun!23,Denise,12/11/40,0,FALSE,Johnson,8,20.21875000000003
mikayladennis,1012,11562.54,Employee,Fun!23,Mikayla,1/19/41,0,TRUE,Dennis,8,0.004375000000266027
amyfuller,969,5689.63,Employee,Fun!23,Amy,3/16/41,0,TRUE,Fuller,8,3.8588749999998413
brandonsmith,445,4027.1,Employee,Fun!23,Brandon,4/1/41,0,FALSE,Smith,10,50.6518750000013
sherrymora,865,13137.66,Employee,Fun!23,Sherry,4/18/41,0,FALSE,Mora,11,44.91875000000053
brettmathis,946,4892.18,Employee,Fun!23,Brett,5/7/41,0,TRUE,Mathis,9,10.361312499998746
sandyblackwell,748,12326.19,Employee,Fun!23,Sandy,6/28/41,0,FALSE,Blackwell,4,38.011624999999015
melissaevans,905,11754.95,Employee,Fun!23,Melissa,7/4/41,0,TRUE,Evans,7,29.949625000000168
jerrygamble,740,13951.78,Employee,Fun!23,Jerry,7/22/41,0,FALSE,Gamble,5,29.65324999999973
josefarley,689,11595.8,Employee,Fun!23,Jose,7/25/41,0,TRUE,Farley,12,2.2167500000001894
donaldtran,639,6403.19,Employee,Fun!23,Donald,9/21/41,0,FALSE,Tran,13,31.491562499999297
carloslynch,1013,5442.93,Employee,Fun!23,Carlos,10/1/41,0,FALSE,Lynch,8,67.20265625000044
williamhunter,267,4879.44,Employee,Fun!23,William,11/7/41,0,FALSE,Hunter,7,25.913125000000313
chipdisney,6,3297.92,Customer,Fun!23,Chip,11/28/41,0,FALSE,Disney,10,45.56474999999871
lisagarrett,221,12976.79,Employee,Fun!23,Lisa,12/22/41,0,FALSE,Garrett,8,137.6960312500015
mitchellgross,952,13793.01,Employee,Fun!23,Mitchell,12/26/41,0,TRUE,Gross,8,30.75125000000031
andreariley,967,9725.48,Employee,Fun!23,Andrea,1/4/42,0,TRUE,Riley,3,39.53753125000023
santiagoolivas,64,8778.06,Employee,Fun!23,Santiago,5/11/42,0,TRUE,Olivas,8,4.203437499999211
michaelclarke,853,4051.73,Employee,Fun!23,Michael,5/14/42,0,TRUE,Clarke,6,62.391562499999566
amychase,542,13189.11,Employee,Fun!23,Amy,5/25/42,0,TRUE,Chase,8,18.665750000000003
christophercontreras,99,8645.25,Employee,Fun!23,Christopher,6/5/42,0,TRUE,Contreras,16,48.006093749998854
erinjones,794,14811.08,Employee,Fun!23,Erin,6/15/42,0,FALSE,Jones,5,25.528500000000633
gracekelley,531,10386.03,Employee,Fun!23,Grace,6/24/42,0,TRUE,Kelley,4,89.15437500000041
gustavorubio,75,3501.05,Employee,Fun!23,Gustavo,9/16/42,0,TRUE,Rubio,10,87.26700000000037
andrewmarshall,617,9037.77,Employee,Fun!23,Andrew,10/16/42,0,TRUE,Marshall,12,40.06534374999816
anitastein,405,3562.32,Employee,Fun!23,Anita,10/27/42,0,FALSE,Stein,18,34.48806249999841
benjaminjohnson,347,14010.07,Employee,Fun!23,Benjamin,11/8/42,0,TRUE,Johnson,5,41.84549999999966
roseburgess,647,10083.08,Employee,Fun!23,Rose,11/9/42,0,TRUE,Burgess,8,60.912000000000376
minniemouse,3,9915.93,Customer,Fun!23,Minnie,11/23/42,0,FALSE,Mouse,5,26.260624999999933
kaadisney,28,2519.67,Customer,Fun!23,Kaa,1/27/43,0,FALSE,Disney,4,68.8396562500005
jakemitchell,560,3299.31,Employee,Fun!23,Jake,4/5/43,0,TRUE,Mitchell,3,6.031124999999804
davidharvey,601,7051.27,Employee,Fun!23,David,6/15/43,0,FALSE,Harvey,6,103.51249999999919
louisboone,502,12178.86,Employee,Fun!23,Louis,7/1/43,0,TRUE,Boone,5,21.445843750000805
margaretsmith,520,10427.19,Employee,Fun!23,Margaret,7/7/43,0,FALSE,Smith,5,154.00162500000033
lisarobinson,539,6703.26,Employee,Fun!23,Lisa,9/8/43,0,TRUE,Robinson,4,95.14712500000007
christinadodson,695,7325.22,Employee,Fun!23,Christina,10/25/43,0,TRUE,Dodson,5,67.02462499999913
tracyfitzgerald,787,6291.76,Employee,Fun!23,Tracy,12/2/43,0,TRUE,Fitzgerald,6,137.83562500000028
cynthiapowell,588,13587.36,Employee,Fun!23,Cynthia,12/30/43,0,FALSE,Powell,6,57.897249999999985
beastdisney,20,12315.72,Customer,Fun!23,Beast,1/18/44,0,TRUE,Disney,14,38.79387499999825
christopherrobinson,663,14092.27,Employee,Fun!23,Christopher,2/3/44,0,FALSE,Robinson,13,96.21584374999995
sethrodriguez,71,5238.47,Employee,Fun!23,Seth,2/22/44,0,TRUE,Rodriguez,9,23.514156250000212
carolelliott,939,6270.47,Employee,Fun!23,Carol,3/8/44,0,FALSE,Elliott,7,48.72540624999982
patriciaglenn,345,6885.43,Employee,Fun!23,Patricia,3/29/44,0,FALSE,Glenn,6,122.51175000000075
andrewcampos,237,4620.23,Employee,Fun!23,Andrew,4/13/44,0,FALSE,Campos,3,0.42484374999867214
thomasking,169,11349.5,Employee,Fun!23,Thomas,4/19/44,0,FALSE,King,7,43.41571875000102
aliciajenkins,385,9249.59,Employee,Fun!23,Alicia,5/7/44,0,TRUE,Jenkins,12,134.66424999999956
juliealexander,167,12675.06,Employee,Fun!23,Julie,9/1/44,0,FALSE,Alexander,12,132.8258750000002
gabrielterrazas,82,5391.29,Employee,Fun!23,Gabriel,9/17/44,0,TRUE,Terrazas,7,24.880000000000052
jeffreygonzalez,374,4406,Employee,Fun!23,Jeffrey,9/28/44,0,FALSE,Gonzalez,11,21.58662499999957
amyrodriguez,477,14809.01,Employee,Fun!23,Amy,10/9/44,0,TRUE,Rodriguez,6,26.17290624999856
donaldhaynes,352,3410.06,Employee,Fun!23,Donald,11/22/44,0,TRUE,Haynes,7,26.32550000000026
gregorysullivan,281,12607.08,Employee,Fun!23,Gregory,2/6/45,0,TRUE,Sullivan,4,45.757624999999734
normanfreeman,391,6908.08,Employee,Fun!23,Norman,5/6/45,0,TRUE,Freeman,14,159.77537500000022
julieshaw,829,2800.76,Employee,Fun!23,Julie,5/23/45,0,TRUE,Shaw,7,4.304937500000591
meganthompson,809,4921.07,Employee,Fun!23,Megan,6/15/45,0,FALSE,Thompson,6,40.51574999999932
samuelburton,978,14345.78,Employee,Fun!23,Samuel,6/19/45,0,TRUE,Burton,4,44.877249999999606
brandonmiller,862,3216.35,Employee,Fun!23,Brandon,9/16/45,0,FALSE,Miller,6,14.684999999999178
johnhansen,974,8242.49,Employee,Fun!23,John,10/25/45,0,FALSE,Hansen,7,16.467500000000115
mariayoung,819,9629.11,Employee,Fun!23,Maria,12/24/45,0,TRUE,Young,6,89.317125
mistyhorton,367,2633.71,Employee,Fun!23,Misty,1/31/46,0,FALSE,Horton,9,15.824875000001555
jessemontgomery,238,8062.04,Employee,Fun!23,Jesse,2/7/46,0,FALSE,Montgomery,8,24.88034374999978
jorgehuerta,889,3028.5,Employee,Fun!23,Jorge,2/13/46,0,TRUE,Huerta,6,26.569937500000663
marthaperry,555,12269.4,Employee,Fun!23,Martha,3/9/46,0,FALSE,Perry,13,68.26943749999987
thomassanders,707,3070.6,Employee,Fun!23,Thomas,4/21/46,0,FALSE,Sanders,4,0.6593750000000114
brandigordon,483,6455.42,Employee,Fun!23,Brandi,5/11/46,0,FALSE,Gordon,12,36.59250000000017
teresagardner,658,6491.03,Employee,Fun!23,Teresa,6/19/46,0,TRUE,Gardner,11,37.55659375000134
charleschambers,1011,2464.51,Employee,Fun!23,Charles,7/15/46,0,FALSE,Chambers,9,8.392218749999955
kylieking,938,7861.32,Employee,Fun!23,Kylie,9/10/46,0,FALSE,King,9,64.5447812499996
ryanbowman,548,9568.99,Employee,Fun!23,Ryan,12/27/46,0,FALSE,Bowman,7,15.129249999999558
kaylamorgan,455,10200.38,Employee,Fun!23,Kayla,12/29/46,0,TRUE,Morgan,10,19.597312499999745
michellewalsh,624,2144.52,Employee,Fun!23,Michelle,3/30/47,0,TRUE,Walsh,8,104.71637499999954
sandrarogers,174,6226.71,Employee,Fun!23,Sandra,3/31/47,0,TRUE,Rogers,7,76.9019374999996
adambass,418,11646.04,Employee,Fun!23,Adam,4/6/47,0,TRUE,Bass,12,4.119125000002327
michaelsantoyo,79,10891.1,Employee,Fun!23,Michael,4/28/47,0,TRUE,Santoyo,5,6.925250000000062
dianarivera,995,9157.16,Employee,Fun!23,Diana,6/5/47,0,TRUE,Rivera,6,79.06215624999926
melaniekirk,158,12829.96,Employee,Fun!23,Melanie,6/16/47,0,TRUE,Kirk,11,47.99424999999974
nathanthompson,727,3671.34,Employee,Fun!23,Nathan,7/17/47,0,TRUE,Thompson,5,114.12962499999986
chasemiller,217,8856.32,Employee,Fun!23,Chase,8/1/47,0,FALSE,Miller,10,42.41587500000011
oliviarichardson,894,14330.67,Employee,Fun!23,Olivia,9/24/47,0,FALSE,Richardson,7,3.6985937499999864
sarawest,982,9421.82,Employee,Fun!23,Sara,10/20/47,0,FALSE,West,4,100.53325000000018
seanroberts,119,11799.83,Employee,Fun!23,Sean,12/14/47,0,FALSE,Roberts,8,129.65037499999994
johnmorris,429,6172.18,Employee,Fun!23,John,2/20/48,0,FALSE,Morris,10,24.18412500000113
alyssakelly,792,3975.91,Employee,Fun!23,Alyssa,3/13/48,0,FALSE,Kelly,4,83.57812500000088
zacharycampbell,989,12281.4,Employee,Fun!23,Zachary,4/9/48,0,FALSE,Campbell,6,63.66049999999956
robertwang,950,10716.66,Employee,Fun!23,Robert,4/20/48,0,TRUE,Wang,3,38.46562499999945
christinacarter,903,10926.94,Employee,Fun!23,Christina,7/31/48,0,FALSE,Carter,9,99.13800000000026
